# t K1 K2 U1 U2 Uc E_tot
0.32200000 0.06251491 0.17869667 -0.89113366 0.04490467 1.35841583 0.75339843
0.32300000 0.05895519 0.17728577 -0.88916240 0.04398266 1.36189944 0.75296066
0.32400000 0.05585033 0.17593759 -0.88723955 0.04307047 1.36534516 0.75296400
0.32500000 0.05277669 0.17453174 -0.88536705 0.04216740 1.36875303 0.75286182
0.32600000 0.04966697 0.17325175 -0.88354527 0.04127414 1.37212071 0.75276830
0.32700000 0.04670752 0.17197265 -0.88177876 0.04038904 1.37544885 0.75273931
0.32800000 0.04380702 0.17064608 -0.88006135 0.03951344 1.37873778 0.75264298
0.32900000 0.04078135 0.16952681 -0.87840087 0.03864595 1.38198539 0.75253863
0.33000000 0.03801991 0.16833557 -0.87679861 0.03778660 1.38519039 0.75253387
0.33100000 0.03552437 0.16711509 -0.87524722 0.03693546 1.38835700 0.75268470
0.33200000 0.03312837 0.16617810 -0.87374716 0.03609232 1.39148498 0.75313661
0.33300000 0.03074235 0.16496262 -0.87229765 0.03525567 1.39457834 0.75324134
0.33400000 0.02838259 0.16347569 -0.87090320 0.03442817 1.39762692 0.75301018
0.33500000 0.02626579 0.16240527 -0.86956264 0.03360826 1.40063502 0.75335170
0.33600000 0.02422800 0.16089986 -0.86826997 0.03279511 1.40360830 0.75326130
0.33700000 0.02197192 0.15908382 -0.86703164 0.03199148 1.40653492 0.75255050
0.33800000 0.01984638 0.15797511 -0.86585790 0.03119590 1.40941152 0.75257102
0.33900000 0.01801552 0.15704867 -0.86473758 0.03040602 1.41225124 0.75298386
0.34000000 0.01625079 0.15517406 -0.86367076 0.02962303 1.41505044 0.75242755
0.34100000 0.01456867 0.15321335 -0.86265903 0.02885023 1.41779874 0.75177196
0.34200000 0.01292091 0.15219559 -0.86170156 0.02808450 1.42050456 0.75200400
0.34300000 0.01125919 0.15054580 -0.86080351 0.02732399 1.42316924 0.75149471
0.34400000 0.00977237 0.14832070 -0.85996858 0.02657347 1.42577679 0.75047475
0.34500000 0.00846980 0.14663056 -0.85918822 0.02583082 1.42833810 0.75008106
0.34600000 0.00724945 0.14510285 -0.85846413 0.02509525 1.43085381 0.74983723
0.34700000 0.00621153 0.14400856 -0.85779580 0.02436650 1.43332450 0.75011529
0.34800000 0.00531335 0.14304188 -0.85717475 0.02364242 1.43576134 0.75058423
0.34900000 0.00443975 0.14165898 -0.85660288 0.02292431 1.43815907 0.75057923
0.35000000 0.00361022 0.14018164 -0.85608395 0.02221276 1.44051312 0.75043378
0.35100000 0.00279307 0.13873885 -0.85561896 0.02150745 1.44282333 0.75024375
0.35200000 0.00208197 0.13739788 -0.85521831 0.02080834 1.44508263 0.75015251
0.35300000 0.00151936 0.13633860 -0.85487143 0.02011476 1.44729939 0.75040067
0.35400000 0.00105400 0.13549773 -0.85457959 0.01942575 1.44947516 0.75087304
0.35500000 0.00069150 0.13468732 -0.85433936 0.01874098 1.45161280 0.75139324
0.35600000 0.00039714 0.13382643 -0.85414857 0.01806045 1.45371339 0.75184884
0.35700000 0.00015793 0.13281669 -0.85401268 0.01738424 1.45577276 0.75211893
0.35800000 0.00003286 0.13207920 -0.85394255 0.01671285 1.45778192 0.75266428
0.35900000 0.00000041 0.13122437 -0.85391871 0.01604423 1.45975935 0.75310966
0.36000000 0.00006013 0.12999637 -0.85395304 0.01538085 1.46168962 0.75317393
0.36100000 0.00022566 0.12855177 -0.85404583 0.01472198 1.46357434 0.75302792
0.36200000 0.00049579 0.12712847 -0.85419931 0.01406929 1.46540668 0.75290092
0.36300000 0.00086789 0.12572031 -0.85441082 0.01342085 1.46719374 0.75279197
0.36400000 0.00138951 0.12421849 -0.85468216 0.01277836 1.46892890 0.75263309
0.36500000 0.00196238 0.12270092 -0.85502169 0.01214045 1.47061028 0.75239234
0.36600000 0.00259606 0.12140806 -0.85540799 0.01150844 1.47224780 0.75235237
0.36700000 0.00336834 0.12031218 -0.85585635 0.01087972 1.47383876 0.75254265
0.36800000 0.00422568 0.11859455 -0.85635849 0.01025574 1.47538396 0.75210143
0.36900000 0.00520312 0.11683244 -0.85692067 0.00963816 1.47687386 0.75162691
0.37000000 0.00628437 0.11534520 -0.85753914 0.00902545 1.47831522 0.75143111
0.37100000 0.00740833 0.11393565 -0.85821776 0.00841760 1.47970515 0.75124897
0.37200000 0.00856949 0.11255953 -0.85894693 0.00781409 1.48105124 0.75104742
0.37300000 0.00987683 0.11124458 -0.85973124 0.00721516 1.48234940 0.75095472
0.37400000 0.01121029 0.10988443 -0.86057104 0.00662015 1.48360108 0.75074490
0.37500000 0.01259853 0.10884799 -0.86146070 0.00602986 1.48480726 0.75082294
0.37600000 0.01406072 0.10785985 -0.86240352 0.00544164 1.48597350 0.75093219
0.37700000 0.01561986 0.10638857 -0.86339555 0.00485779 1.48709518 0.75056585
0.37800000 0.01734483 0.10515468 -0.86444166 0.00427855 1.48816794 0.75050434
0.37900000 0.01908006 0.10406597 -0.86554196 0.00370230 1.48919639 0.75050276
0.38000000 0.02081103 0.10238873 -0.86669141 0.00312978 1.49018132 0.74981945
0.38100000 0.02290760 0.10066421 -0.86788994 0.00256343 1.49111500 0.74936030
0.38200000 0.02524460 0.09950546 -0.86915304 0.00200105 1.49199351 0.74959159
0.38300000 0.02739988 0.09842208 -0.87047211 0.00144161 1.49282543 0.74961689
0.38400000 0.02975269 0.09706510 -0.87184100 0.00088565 1.49361299 0.74947542
0.38500000 0.03229841 0.09620697 -0.87327072 0.00033412 1.49434553 0.74991432
0.38600000 0.03481655 0.09490237 -0.87475427 -0.00021683 1.49503935 0.74978717
0.38700000 0.03747544 0.09305102 -0.87629256 -0.00076085 1.49567395 0.74914701
0.38800000 0.04009103 0.09171820 -0.87788628 -0.00130115 1.49625853 0.74888033
0.38900000 0.04255265 0.09067984 -0.87952867 -0.00183753 1.49679672 0.74866300
0.39000000 0.04524149 0.08942445 -0.88121665 -0.00237197 1.49729642 0.74837374
0.39100000 0.04813684 0.08804666 -0.88295878 -0.00290124 1.49774165 0.74806513
0.39200000 0.05110150 0.08703120 -0.88475065 -0.00342786 1.49814283 0.74809702
0.39300000 0.05425999 0.08583395 -0.88659550 -0.00395151 1.49849653 0.74804346
0.39400000 0.05755668 0.08502263 -0.88849327 -0.00447142 1.49880017 0.74841479
0.39500000 0.06087000 0.08438122 -0.89044498 -0.00499075 1.49906239 0.74887789
0.39600000 0.06415457 0.08336615 -0.89244647 -0.00550743 1.49927944 0.74884626
0.39700000 0.06768728 0.08243819 -0.89449753 -0.00602127 1.49945057 0.74905724
0.39800000 0.07169382 0.08149030 -0.89660281 -0.00653302 1.49957464 0.74962293
0.39900000 0.07571828 0.08054383 -0.89876835 -0.00704183 1.49964452 0.75009644
0.40000000 0.07938093 0.07971034 -0.90098464 -0.00754860 1.49966920 0.75022723
0.40100000 0.08299857 0.07880884 -0.90324724 -0.00805315 1.49965092 0.75015794
0.40200000 0.08672640 0.07784323 -0.90555630 -0.00855524 1.49958852 0.75004661
0.40300000 0.09050265 0.07693232 -0.90791181 -0.00905473 1.49948126 0.74994970
0.40400000 0.09421162 0.07598659 -0.91031222 -0.00955212 1.49933147 0.74966534
0.40500000 0.09800494 0.07525499 -0.91275457 -0.01004668 1.49913866 0.74959734
0.40600000 0.10190227 0.07465555 -0.91524136 -0.01054056 1.49890732 0.74968323
0.40700000 0.10585463 0.07378110 -0.91777006 -0.01103251 1.49863505 0.74946823
0.40800000 0.10975845 0.07272117 -0.92034191 -0.01152197 1.49831905 0.74893479
0.40900000 0.11382946 0.07145774 -0.92295196 -0.01200826 1.49796032 0.74828730
0.41000000 0.11829010 0.07022474 -0.92560657 -0.01249066 1.49755199 0.74796960
0.41100000 0.12266842 0.06931005 -0.92830566 -0.01297004 1.49709636 0.74779913
0.41200000 0.12699763 0.06820450 -0.93104463 -0.01344768 1.49660018 0.74731000
0.41300000 0.13131940 0.06682132 -0.93382435 -0.01392095 1.49605460 0.74645003
0.41400000 0.13573697 0.06596292 -0.93664124 -0.01439047 1.49546372 0.74613190
0.41500000 0.14059443 0.06532540 -0.93949835 -0.01485927 1.49483403 0.74639623
0.41600000 0.14572880 0.06430600 -0.94239913 -0.01532589 1.49415834 0.74646812
0.41700000 0.15067223 0.06348376 -0.94534284 -0.01578903 1.49343287 0.74645699
0.41800000 0.15540399 0.06289135 -0.94832346 -0.01625138 1.49266957 0.74639007
0.41900000 0.16062258 0.06167779 -0.95134015 -0.01671191 1.49186551 0.74611381
0.42000000 0.16571660 0.06044714 -0.95440037 -0.01716706 1.49100436 0.74560067
0.42100000 0.17025263 0.05972713 -0.95749150 -0.01762017 1.49010472 0.74497281
0.42200000 0.17545963 0.05874817 -0.96061322 -0.01807166 1.48916764 0.74469056
0.42300000 0.18086890 0.05738840 -0.96377552 -0.01851911 1.48817828 0.74414095
0.42400000 0.18601188 0.05596087 -0.96696923 -0.01896193 1.48714114 0.74318273
0.42500000 0.19132751 0.05489707 -0.97019604 -0.01940003 1.48605430 0.74268281
0.42600000 0.19657286 0.05409527 -0.97345455 -0.01983624 1.48492658 0.74230392
0.42700000 0.20216832 0.05328245 -0.97674224 -0.02026973 1.48375695 0.74219575
0.42800000 0.20794377 0.05284464 -0.98006465 -0.02070119 1.48254276 0.74256532
0.42900000 0.21324681 0.05244069 -0.98341628 -0.02113296 1.48129430 0.74243256
0.43000000 0.21815695 0.05175885 -0.98679222 -0.02156297 1.48000867 0.74156927
0.43100000 0.22292849 0.05085033 -0.99018863 -0.02199099 1.47868754 0.74028674
0.43200000 0.22799285 0.04986860 -0.99360481 -0.02241531 1.47732600 0.73916733
0.43300000 0.23357125 0.04892752 -0.99704351 -0.02283693 1.47592435 0.73854268
0.43400000 0.23953569 0.04796129 -1.00050705 -0.02325510 1.47447804 0.73821287
0.43500000 0.24594935 0.04714360 -1.00399591 -0.02367025 1.47298735 0.73841413
0.43600000 0.25233549 0.04634429 -1.00751297 -0.02408315 1.47145151 0.73853518
0.43700000 0.25794630 0.04569760 -1.01105169 -0.02449311 1.46987293 0.73797203
0.43800000 0.26397137 0.04505585 -1.01460476 -0.02490211 1.46826219 0.73778254
0.43900000 0.27050381 0.04436251 -1.01818220 -0.02530816 1.46660513 0.73798109
0.44000000 0.27695708 0.04377924 -1.02177769 -0.02571273 1.46491002 0.73815592
0.44100000 0.28349435 0.04303893 -1.02539318 -0.02611531 1.46317310 0.73819789
0.44200000 0.28955897 0.04216470 -1.02902452 -0.02651489 1.46139400 0.73757826
0.44300000 0.29559939 0.04123853 -1.03266660 -0.02691113 1.45957507 0.73683525
0.44400000 0.30216462 0.04053995 -1.03632112 -0.02730376 1.45771337 0.73679306
0.44500000 0.30886351 0.03990327 -1.03998962 -0.02769512 1.45581329 0.73689532
0.44600000 0.31564355 0.03931773 -1.04366878 -0.02808339 1.45387152 0.73708063
0.44700000 0.32241038 0.03885260 -1.04735939 -0.02847084 1.45189270 0.73732545
0.44800000 0.32924918 0.03823356 -1.05105700 -0.02885632 1.44987637 0.73744579
0.44900000 0.33582658 0.03747094 -1.05476331 -0.02923940 1.44781883 0.73711364
0.45000000 0.34289146 0.03687034 -1.05847021 -0.02961898 1.44572291 0.73739552
0.45100000 0.34938241 0.03643451 -1.06218752 -0.02999772 1.44358642 0.73721810
0.45200000 0.35521126 0.03584080 -1.06589575 -0.03037460 1.44142211 0.73620383
0.45300000 0.36239539 0.03515777 -1.06960391 -0.03074893 1.43921936 0.73641967
0.45400000 0.36932574 0.03460327 -1.07331367 -0.03112039 1.43697459 0.73646955
0.45500000 0.37609049 0.03390227 -1.07701702 -0.03149058 1.43469796 0.73618312
0.45600000 0.38275471 0.03318596 -1.08071653 -0.03185622 1.43237714 0.73574506
0.45700000 0.38865304 0.03261486 -1.08440501 -0.03222033 1.43002537 0.73466793
0.45800000 0.39470032 0.03190221 -1.08807876 -0.03258137 1.42764077 0.73358317
0.45900000 0.40115823 0.03126686 -1.09173948 -0.03293921 1.42522012 0.73296651
0.46000000 0.40742321 0.03064557 -1.09538576 -0.03329473 1.42276584 0.73215414
0.46100000 0.41358798 0.03005202 -1.09901366 -0.03364710 1.42027800 0.73125723
0.46200000 0.42039137 0.02960936 -1.10262263 -0.03399738 1.41775860 0.73113933
0.46300000 0.42788763 0.02906484 -1.10621506 -0.03434618 1.41520545 0.73159669
0.46400000 0.43565378 0.02846402 -1.10979041 -0.03469161 1.41261248 0.73224825
0.46500000 0.44236567 0.02810045 -1.11334715 -0.03503479 1.40998239 0.73206657
0.46600000 0.44844522 0.02775415 -1.11687407 -0.03537740 1.40732900 0.73127690
0.46700000 0.45506274 0.02714182 -1.12037338 -0.03571792 1.40464457 0.73075782
0.46800000 0.46230918 0.02641904 -1.12384330 -0.03605451 1.40192450 0.73075491
0.46900000 0.46966577 0.02590438 -1.12728626 -0.03638749 1.39916527 0.73106166
0.47000000 0.47628436 0.02559309 -1.13069637 -0.03671905 1.39637674 0.73083877
0.47100000 0.48218048 0.02528955 -1.13406989 -0.03704953 1.39356193 0.72991255
0.47200000 0.48760958 0.02488753 -1.13740152 -0.03737864 1.39072403 0.72844099
0.47300000 0.49314767 0.02432263 -1.14068962 -0.03770534 1.38786048 0.72693581
0.47400000 0.49993856 0.02374778 -1.14393295 -0.03802843 1.38496782 0.72669279
0.47500000 0.50764564 0.02335810 -1.14713702 -0.03834885 1.38204004 0.72755791
0.47600000 0.51436158 0.02295193 -1.15029782 -0.03866807 1.37908310 0.72743071
0.47700000 0.52006821 0.02244221 -1.15340866 -0.03898432 1.37609825 0.72621569
0.47800000 0.52527849 0.02186420 -1.15646598 -0.03929783 1.37308836 0.72446724
0.47900000 0.53060321 0.02133991 -1.15946665 -0.03960728 1.37005196 0.72292115
0.48000000 0.53743647 0.02080027 -1.16241075 -0.03991463 1.36699172 0.72290309
0.48100000 0.54487008 0.02034481 -1.16530251 -0.04021754 1.36389382 0.72358866
0.48200000 0.55159504 0.01996138 -1.16813645 -0.04051947 1.36077119 0.72367169
0.48300000 0.55791394 0.01952469 -1.17090969 -0.04081793 1.35761894 0.72332995
0.48400000 0.56373272 0.01919283 -1.17361868 -0.04111451 1.35444317 0.72263552
0.48500000 0.56914376 0.01888299 -1.17626033 -0.04140914 1.35124547 0.72160275
0.48600000 0.57500364 0.01878590 -1.17883180 -0.04170216 1.34802818 0.72128375
0.48700000 0.58055543 0.01868559 -1.18133391 -0.04199651 1.34479422 0.72070483
0.48800000 0.58594727 0.01831773 -1.18376053 -0.04228919 1.34154300 0.71975828
0.48900000 0.59182948 0.01805922 -1.18611300 -0.04257894 1.33826631 0.71946306
0.49000000 0.59819406 0.01783794 -1.18838800 -0.04286870 1.33497348 0.71974877
0.49100000 0.60416335 0.01758202 -1.19058633 -0.04315609 1.33165372 0.71965668
0.49200000 0.60866663 0.01747376 -1.19270150 -0.04344288 1.32831944 0.71831546
0.49300000 0.61314402 0.01720986 -1.19473077 -0.04372968 1.32497400 0.71686744
0.49400000 0.61826696 0.01685197 -1.19667317 -0.04401329 1.32160835 0.71604082
0.49500000 0.62331150 0.01653509 -1.19852803 -0.04429528 1.31822377 0.71524703
0.49600000 0.62816577 0.01621332 -1.20029199 -0.04457469 1.31482129 0.71433370
0.49700000 0.63350704 0.01593210 -1.20196397 -0.04485232 1.31140111 0.71402397
0.49800000 0.63920603 0.01558657 -1.20354249 -0.04512798 1.30796172 0.71408385
0.49900000 0.64506807 0.01510936 -1.20502585 -0.04540067 1.30449993 0.71425085
0.50000000 0.64974428 0.01461083 -1.20641191 -0.04566894 1.30101264 0.71328690
0.50100000 0.65358819 0.01417001 -1.20769627 -0.04593366 1.29750962 0.71163789
0.50200000 0.65921799 0.01387894 -1.20887801 -0.04619484 1.29398878 0.71201285
0.50300000 0.66509017 0.01369370 -1.20995761 -0.04645513 1.29044744 0.71281858
0.50400000 0.67022753 0.01337105 -1.21093099 -0.04671379 1.28689158 0.71284539
0.50500000 0.67480060 0.01294179 -1.21179685 -0.04696889 1.28331408 0.71229073
0.50600000 0.67861515 0.01250587 -1.21255206 -0.04722018 1.27972092 0.71106971
0.50700000 0.68346563 0.01207472 -1.21319530 -0.04746759 1.27611046 0.71098792
0.50800000 0.68804142 0.01181754 -1.21372542 -0.04771109 1.27247813 0.71090057
0.50900000 0.69123699 0.01168889 -1.21413983 -0.04795411 1.26883822 0.70967016
0.51000000 0.69506945 0.01150231 -1.21443687 -0.04819581 1.26519094 0.70913002
0.51100000 0.69933221 0.01124901 -1.21461538 -0.04843580 1.26152964 0.70905968
0.51200000 0.70295382 0.01088877 -1.21467352 -0.04867300 1.25785537 0.70835144
0.51300000 0.70708281 0.01060227 -1.21460977 -0.04890609 1.25416590 0.70833512
0.51400000 0.71121873 0.01040916 -1.21442243 -0.04913786 1.25046396 0.70853157
0.51500000 0.71385292 0.01022540 -1.21411003 -0.04936748 1.24675142 0.70735224
0.51600000 0.71559604 0.01009804 -1.21367174 -0.04959592 1.24303587 0.70546229
0.51700000 0.71833462 0.00997983 -1.21310657 -0.04982344 1.23931783 0.70470226
0.51800000 0.72122688 0.00988821 -1.21241253 -0.05004996 1.23559144 0.70424403
0.51900000 0.72295806 0.00977524 -1.21158917 -0.05027614 1.23186307 0.70273105
0.52000000 0.72486892 0.00950072 -1.21063595 -0.05050082 1.22813217 0.70136505
0.52100000 0.72712498 0.00911931 -1.20955123 -0.05072135 1.22439012 0.70036184
0.52200000 0.72910363 0.00886343 -1.20833424 -0.05093770 1.22063795 0.69933307
0.52300000 0.73126632 0.00869917 -1.20698422 -0.05115274 1.21688260 0.69871113
0.52400000 0.73304559 0.00864789 -1.20549967 -0.05136574 1.21312085 0.69794892
0.52500000 0.73508901 0.00860540 -1.20388112 -0.05158019 1.20936416 0.69759725
0.52600000 0.73733938 0.00828240 -1.20212558 -0.05179281 1.20560010 0.69730349
0.52700000 0.73842535 0.00796520 -1.20023390 -0.05199982 1.20182498 0.69598182
0.52800000 0.73907118 0.00775041 -1.19820655 -0.05220495 1.19804927 0.69445935
0.52900000 0.73970183 0.00739952 -1.19604314 -0.05240697 1.19427049 0.69292172
0.53000000 0.74006557 0.00701612 -1.19374323 -0.05260337 1.19048342 0.69121852
0.53100000 0.74033983 0.00678572 -1.19130732 -0.05279549 1.18669254 0.68971528
0.53200000 0.74028190 0.00664305 -1.18873454 -0.05298599 1.18290247 0.68810689
0.53300000 0.73997533 0.00646087 -1.18602651 -0.05317460 1.17911556 0.68635065
0.53400000 0.73996664 0.00637875 -1.18318217 -0.05336038 1.17532844 0.68513127
0.53500000 0.74117342 0.00626788 -1.18020127 -0.05354711 1.17154876 0.68524168
0.53600000 0.74249559 0.00611263 -1.17707860 -0.05373014 1.16776031 0.68555978
0.53700000 0.74259515 0.00602122 -1.17381819 -0.05391275 1.16397590 0.68486133
0.53800000 0.74302895 0.00588401 -1.17042064 -0.05409352 1.16019351 0.68459231
0.53900000 0.74356422 0.00581031 -1.16688353 -0.05427245 1.15641043 0.68462897
0.54000000 0.74283405 0.00573803 -1.16320856 -0.05445143 1.15263275 0.68354484
0.54100000 0.74160392 0.00562033 -1.15940027 -0.05462858 1.14886152 0.68205692
0.54200000 0.74200182 0.00554410 -1.15545710 -0.05480435 1.14509556 0.68238004
0.54300000 0.74218665 0.00542079 -1.15137233 -0.05497955 1.14132961 0.68258516
0.54400000 0.74135074 0.00524309 -1.14715406 -0.05515184 1.13756706 0.68185499
0.54500000 0.74123567 0.00512181 -1.14280009 -0.05532173 1.13380656 0.68204222
0.54600000 0.74053944 0.00498474 -1.13830897 -0.05549045 1.13004906 0.68177382
0.54700000 0.73938583 0.00481277 -1.13368622 -0.05565619 1.12629570 0.68115189
0.54800000 0.73805655 0.00464398 -1.12892985 -0.05581949 1.12254540 0.68049659
0.54900000 0.73663245 0.00447505 -1.12404414 -0.05597980 1.11880023 0.67988379
0.55000000 0.73487464 0.00429461 -1.11902652 -0.05613753 1.11505846 0.67906366
0.55100000 0.73280495 0.00425347 -1.11388326 -0.05629171 1.11132263 0.67820607
0.55200000 0.73133386 0.00430133 -1.10861172 -0.05644830 1.10760179 0.67817696
0.55300000 0.72995323 0.00421437 -1.10321188 -0.05660459 1.10389000 0.67824114
0.55400000 0.72947130 0.00407079 -1.09768450 -0.05675835 1.10018297 0.67928222
0.55500000 0.72834624 0.00392904 -1.09202318 -0.05690964 1.09647584 0.67981829
0.55600000 0.72529931 0.00385148 -1.08624061 -0.05705838 1.09277697 0.67862876
0.55700000 0.72171497 0.00380988 -1.08034099 -0.05720702 1.08909322 0.67707005
0.55800000 0.71797111 0.00380290 -1.07432708 -0.05735447 1.08542333 0.67551579
0.55900000 0.71483284 0.00372502 -1.06820030 -0.05750316 1.08177201 0.67462642
0.56000000 0.71218118 0.00362916 -1.06195684 -0.05764787 1.07812582 0.67433145
0.56100000 0.70933034 0.00360326 -1.05559887 -0.05779307 1.07449402 0.67403569
0.56200000 0.70565575 0.00345525 -1.04912844 -0.05793705 1.07087378 0.67291929
0.56300000 0.70202174 0.00332230 -1.04255379 -0.05807654 1.06726290 0.67197661
0.56400000 0.69892464 0.00329520 -1.03586922 -0.05821529 1.06366432 0.67179965
0.56500000 0.69609123 0.00326495 -1.02907835 -0.05835393 1.06008050 0.67200439
0.56600000 0.69400452 0.00315032 -1.02217765 -0.05849169 1.05650722 0.67299272
0.56700000 0.69187501 0.00302659 -1.01516580 -0.05862570 1.05293768 0.67404779
0.56800000 0.68908985 0.00298819 -1.00804688 -0.05875832 1.04937799 0.67465082
0.56900000 0.68589061 0.00295905 -1.00082602 -0.05889089 1.04583266 0.67496540
0.57000000 0.68246351 0.00284927 -0.99350522 -0.05902248 1.04230018 0.67508526
0.57100000 0.67833670 0.00270910 -0.98608794 -0.05915034 1.03877643 0.67458395
0.57200000 0.67393730 0.00257332 -0.97858164 -0.05927570 1.03526657 0.67391986
0.57300000 0.66948553 0.00242469 -0.97098542 -0.05939737 1.03176705 0.67329449
0.57400000 0.66503316 0.00230087 -0.96330454 -0.05951569 1.02828020 0.67279400
